villages,lat,lng
Lougoul,14.95,-16.066667
Sam Sam - Santhiaba  Ouoloff,12.518889,-16.639299
TEROKH,45.478367,-73.5825911
BLOC,38.8985658,-77.04428419999999
Tirgel,45.5154553,-73.5623129
La mbaye keur amine,13.845253,-15.729005
Thielly,28.0646888,-80.62302199999999
Pouniar (pato),14.8387836,-17.2341324
Sabré loumbi,15.749028,-13.894455
Keur yoro,14.79885,-16.822948
Afia Bacary,13.233333,-13.7
Médina Mbayene,14.036884,-14.831074
SAME gueyene,15.4370399,-15.2194808
Londior,14.270251,-15.9406128
Diala konate,45.5509441,-122.6613941
Dahra,15.3558802,-15.4829681
Mbarigo,16.083054,-16.36447
Guer,47.9048323,-2.1224238
Djibayalla,14.7182816,-17.4504659
Darou  salam 2,14.7578805,-17.4388037
AFE Diop,40.0066723,-83.0304546
Saradiou,14.23725,-16.521246
Ngoyé  ndoffongor,14.4250062,-16.6070268
Médina,14.6821999,-17.450951
Kounkousou,14.604585,-16.715111
Nguer,14.133333,-15.816667
Daga youdougne,14.633333,-17.133333
Bikama,-8.783195,34.508523
Makhanna,16.0884876,-16.3684552
DIAMA  THIENE,15.055022,-16.68219
Bourofaye Bainounck,12.510241,-16.27865
Doumga Ouro Alpha,15.830368,-13.4526219
Keur Sarokhy,14.908855,-15.771968
DIOKOUL,15.3745907,-16.5164262
Keur diegane,14.908855,-15.771968
Koumpeul,13.9779361,-14.562614
Madina diakha,12.783333,-11.666667
Darou matar  (keur matar fatou),14.015789,-15.760206
Sinthiou  Dieka,15.3688083,-13.1365521
Bary Peulh,14.6804249,-17.4422373
Nguewar,15.82137,-16.181021
Bagana,14.113753,-15.640552
Ngélogal darou Minam,38.8985658,-77.04428419999999
Ngoloum,14.217813,-15.883542
Ndoye ouolof,15.866667,-16.433333
Sa réponse Sam niagha,14.8316297,-17.2449741
Maka fass,14.155166,-16.037436
Korki bambara,14.128483,-15.707421
Gap,40.0178641,-105.2763041
Medina Meta (Sare Meta),12.9481956,-14.0149039
Diorene,13.233333,-14.666667
TALAKH,14.6395948,-16.2255098
Ndiague,13.99284,-15.813743
Tawafall,14.742191,-16.8971677
KEBE THILLA,15.186339,-15.551219
Niro à t,40.7127753,-74.0059728
Sare Ansou,13.849943,-13.742584
Doumga ouro alpha,15.830368,-13.4526219
Kamebeul,15.982713,-14.109353
Mbodjene,14.2304389,-16.8679899
Médina  kocoum,14.6821999,-17.450951
Kassassa,14.022273,-14.84594
Ndiaye counda,13.924327,-15.448592
Keur bidji awa,13.65,-15.983333
Afia Bacary El hadji,38.6487895,-90.31079620000001
Ndiobel,15.724629,-16.394213
NDOMOR  DIOP,13.8317507,-16.3382851
Sare Sankoule,13.1440754,-14.1059408
Daroou sambe,13.943329,-16.014255
Portant Lathi,45.5154553,-73.5623129
Boulel Mpdy,14.2849198,-15.5342485
Keur edy,14.908855,-15.771968
Ndiengene keur malobe,14.908855,-15.771968
Pelour (mboltime ),15.844095,-16.4348579
Ngathie fall,14.095794,-15.8773988
Thiara Counda,14.497401,-14.452362
Mboulougne séné wolof,14.8193611,-15.8376114
Sare coba,12.768195,-15.10989
TOUBA MBAYARD,14.8665572,-15.8994956
Daga  Birame,14.633333,-17.133333
Gagué mody,14.131901,-16.3985753
Medina gounass,13.146617,-13.752088
KEUR GANE,14.595098,-16.33359
AÉRÉ POSTE,16.451,-14.319
Mande kouta 2,14.283333,-16.133333
Bantanghedji,12.75,-15.166667
Thiolongane,13.927552,-16.627781
Thionokhe,14.7561322,-17.4567048
Djery,14.497401,-14.452362
Ball diop,38.2122761,-85.75850229999999
Linguekone,15.3961099,-15.1112776
AFE diop Niang,14.699949,-17.453964
Keur  birame,14.8284826,-15.8476614
Diagali,14.561166,-12.199066
Maka Samba,14.497401,-14.452362
Keur serigne mor djite,14.8844908,-15.8824773
Medina Meta (Sare Meta ),12.9481956,-14.0149039
Poram lathi,15.574553,-14.804016
Kalir,33.5772191,-101.9347655
Ndoye  ouolof,15.866667,-16.433333
Koylal   Moussa  Boye,40.7563454,-73.9239496
Touba   kael,14.7119858,-15.9039005
Touba Aly mbenda,14.8665572,-15.8994956
NDialakhare,14.7683601,-17.229187
Ngueye ngueye,15.278264,-16.451439
Thiamene pass,15.4789999,-15.8671954
Diedieng,39.0999195,-84.5119675
Yarera,40.678933,-73.98245299999999
Gade Ndiakhar,14.47593,-16.403219
Digane  serre,14.7656214,-16.8911308
SOUPAM,43.7044406,-72.2886935
LAGNAR POKH,14.666424,-16.332558
Ouyal sandé,14.497401,-14.452362
Ndande  fall,15.2768199,-16.5260001
Santhie gualgoné,15.0285048,-16.9011849
Barafouté,12.664984,-12.302877
Keur ngor,14.746548,-17.5131103
Ndiorol diambaye,14.1323579,-16.0708414
